"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"10548525"	-8.04811116534614	5.22880610470485	-58.8864738556752	2.65662918732753e-27	9.23444305515049e-23	49.9153664359731
"10548422"	-6.66783530956043	5.22542478458395	-55.5810743078309	1.04100832927806e-26	1.80927247628527e-22	48.9073032260333
"10548504"	-7.17488743618833	5.74572046704271	-53.6302366614204	2.42131029979839e-26	2.80549153403306e-22	48.2677173288075
"10548513"	-7.5482276945616	5.26289422693687	-51.0381674223255	7.79814445421662e-26	6.77658753071425e-22	47.3615497687971
"10548511"	-6.7535835022593	4.32158564606605	-40.464850140474	1.84319496593653e-23	1.11823473752000e-19	42.850894338319
"10549647"	-7.9222298650773	6.4144463592833	-40.3854249644534	1.93020955843499e-23	1.11823473752000e-19	42.8110877183405
"10420308"	-8.04042222256976	7.44465256259639	-40.0747105994298	2.31390141451108e-23	1.14901733097722e-19	42.6543737211603
"10430344"	-6.40152598319658	8.38342072281463	-38.5379722607887	5.79047729780303e-23	2.23641100968482e-19	41.8554344395863
"10608686"	-6.63066770600515	4.907353885044	-37.2715691759305	1.26694919561106e-22	4.40391540394403e-19	41.1657184227948
"10363475"	-5.45806711556193	8.53918682363873	-36.9642669119578	1.53801143384291e-22	4.8601161309436e-19	40.9938718783003
"10548307"	-6.03724454790982	5.70726482428182	-36.7600359300515	1.75103107973634e-22	5.07215336096961e-19	40.8786675877637
"10380672"	-3.70465256845178	8.1317145094095	-35.1590158888781	4.96232482131145e-22	1.23207436277704e-18	39.9470087083795
"10607738"	-5.74514298684955	6.68093386245049	-34.3683406177992	8.44269202531084e-22	1.95645316533203e-18	39.4673959095858
"10608652"	-5.57551241112603	5.36691266225699	-33.9524544671034	1.12185226004742e-21	2.29426537070265e-18	39.2096967169378
"10469255"	-4.52499023915453	8.87701756622722	-33.9521961339662	1.12205153342765e-21	2.29426537070265e-18	39.2095354562482
"10530516"	-5.40043576402718	8.5772650184913	-33.4470839504266	1.59193251475847e-21	2.90922733003255e-18	38.8913610583561
"10548286"	-5.46821367577977	5.21480605743449	-33.4137869014487	1.62935587232076e-21	2.90922733003255e-18	38.8701838070636
"10589994"	-5.07988610908189	7.63642737352007	-33.375182314515	1.67389374570342e-21	2.90922733003255e-18	38.8455991317739
"10461605"	-5.58215650113666	7.27315789464379	-33.2977012168409	1.76715052285639e-21	2.92505486545182e-18	38.7961533661689
"10385428"	-4.45949579427868	9.12704278392117	-32.7299294128673	2.63896843149966e-21	4.16957012176947e-18	38.4295639477605
"10545135"	-5.3782886063143	7.38916441917909	-32.0778330064088	4.21763276153754e-21	6.27870176094536e-18	37.9990671628254
"10548409"	-6.8198824354989	6.3219505183583	-32.0400097284363	4.33512204438115e-21	6.27870176094536e-18	37.9737796928666
"10567043"	-3.83045266225386	10.1356222839295	-31.9685937584627	4.56634339600508e-21	6.34904385780546e-18	37.9259369300358
"10548535"	-5.94999944466853	5.75532681975309	-31.6965599736894	5.57152689097875e-21	7.44870287424698e-18	37.7425359486667
"10548396"	-6.1600193304709	4.76684771564288	-31.2890368533786	7.52922143881784e-21	9.69317545234475e-18	37.4643006907960
"10404429"	-6.49095270910543	6.87547455826135	-31.1876529527765	8.11964673425317e-21	1.00799614458086e-17	37.3944214935531
"10412211"	-7.58718165290548	7.49658366014276	-30.7919191336556	1.09268746443393e-20	1.30971780219736e-17	37.1191024668109
"10412267"	-5.1956830510882	6.98629112261927	-30.1162758088320	1.82963024842515e-20	2.11993158117528e-17	36.6394201858335
"10598013"	-6.21724641054163	6.79723822362068	-29.9981329849297	2.004466986744e-20	2.24758943416844e-17	36.5542673943368
"10366586"	-5.59348636405045	6.53001177491145	-29.5270987436403	2.89410430428189e-20	3.04845653384359e-17	36.2108955238255
"10369431"	-4.23415130140045	7.20689648812318	-29.4609594743955	3.04863441962932e-20	3.11678036547986e-17	36.1621800639765
"10548401"	-6.32793284753726	6.1593769401449	-29.0189432069166	4.32843729636527e-20	4.29875658347591e-17	35.8333760120702
"10548455"	-4.13973273957108	4.78839502288421	-28.9122896989482	4.71400924366764e-20	4.55163781416353e-17	35.7531866824368
"10489759"	-4.36218260502024	7.00685378817154	-28.8106324668419	5.11486687671131e-20	4.8052100712023e-17	35.6764413157858
"10390328"	-5.75137120848555	7.92222096389595	-28.590984034297	6.10693122208199e-20	5.58623498104131e-17	35.5095686634263
"10459905"	-3.94405716424604	7.51289968787935	-28.4714268325998	6.72921338845076e-20	5.99762711237303e-17	35.4181287703693
"10548314"	-4.66830907357848	6.08407180075767	-28.4336580667651	6.93923714204765e-20	6.03019707643941e-17	35.3891524778581
"10389207"	-5.59964051859083	8.69489145341855	-28.3837482334511	7.22729060955013e-20	6.12733223385274e-17	35.3507950147397
"10571344"	-3.25544849304255	8.2611896247284	-28.3240164380727	7.58846710926517e-20	6.28035992185851e-17	35.3047891872051
"10608659"	-4.89864309405482	4.30467830966871	-28.1091601295042	9.05073753780266e-20	7.31636364683769e-17	35.1384000437166
"10608638"	-6.58272918818281	5.83362729088842	-27.1734658036776	1.97940378390454e-19	1.46391650060685e-16	34.3968397037643
"10404422"	-5.46175667211691	7.60205327224637	-27.0916953898973	2.12204782874635e-19	1.50535474545354e-16	34.3306916733926
"10360173"	-4.96803434102345	8.18407108049355	-26.3009593426393	4.2023842269581e-19	2.86421324958948e-16	33.679458035488
"10548497"	-5.36496922991246	5.09832317283734	-26.1460795975014	4.81498966845588e-19	3.21863540145243e-16	33.5493918460537
"10359434"	-4.89875064862382	6.52663029162025	-25.8261790875809	6.39304492570236e-19	4.19287248334743e-16	33.2780676875099
"10606016"	-2.85332005201206	11.6645960053539	-25.6938252471353	7.19549468445497e-19	4.63176657836398e-16	33.1647430664871
"10483381"	-4.51625039767573	6.69721076996164	-25.5697175067681	8.0433848888326e-19	5.0834192497422e-16	33.0579035693781
"10548345"	-6.06728005649408	6.47806713801887	-25.2234594772545	1.10047307865359e-18	6.83079360964266e-16	32.7568397569549
"10548532"	-6.4197062459054	5.35873945011682	-25.1357721451372	1.19215340284983e-18	7.270044260186e-16	32.6798917060896
"10359697"	-5.22880187910215	6.70139637286685	-24.6068001301687	1.94266899273120e-18	1.16426162391960e-15	32.2095212919323
"10390640"	-4.77219197127133	10.2557991349165	-24.3065442247056	2.57431580444129e-18	1.51666470105727e-15	31.937710454761
"10493076"	-3.43212151375926	8.99461756902946	-23.4181650092087	6.0361655638421e-18	3.33043039681193e-15	31.112232851256
"10503334"	-4.29552379165519	7.27215987928986	-23.3961404114059	6.16737043129296e-18	3.34965306549599e-15	31.0913524789513
"10441530"	-5.15981842311913	7.98085959575411	-23.236282797573	7.213172981794e-18	3.79893777041151e-15	30.9391824228899
"10353450"	-4.04066166298494	5.67216309989279	-23.0878263320081	8.35001459713103e-18	4.332037423825e-15	30.7968856487292
"10368970"	-3.69472277250789	6.98301434836749	-22.9558576314969	9.51710246052338e-18	4.84307569233262e-15	30.6695921518593
"10544588"	-4.73875092184706	8.03566457636698	-22.530596728808	1.45765302734293e-17	7.13634073668171e-15	30.2541839498185
"10486061"	-4.36454686546575	10.2675189168216	-22.4235150160227	1.62472129480075e-17	7.73634413798276e-15	30.1483088836433
"10547590"	-5.4546416377088	6.42039750358861	-22.4025931112465	1.65962596564298e-17	7.79575656293918e-15	30.1275620613826
"10540472"	-4.67742298259591	7.09607435619616	-22.3371119155397	1.77399898763857e-17	8.2218939747089e-15	30.0625000461047
"10465059"	-3.3557948979164	8.00187452406135	-22.1165139002775	2.22347428541556e-17	1.01694692317164e-14	29.8418667567294
"10542205"	-5.26416550181638	4.69366810714966	-21.9501129274368	2.64001329049816e-17	1.19177742828203e-14	29.6739456355448
"10404439"	-4.58923005538149	6.36439363541492	-21.7775039714415	3.15869452463497e-17	1.40764386764502e-14	29.4983837648121
"10510580"	-4.02804316696483	7.40991709585642	-21.5743361589707	3.90771250181023e-17	1.7193935007965e-14	29.2899205320930
"10345509"	-2.98730075615164	8.72746195606915	-21.1758742714181	5.96326419452805e-17	2.52784223660726e-14	28.8752469468833
"10490150"	-3.99199941698315	8.29274077396711	-21.0237303958690	7.0209772913343e-17	2.94035145357567e-14	28.7148379836709
"10489660"	-2.24778175469605	8.59806993722205	-20.6808909020868	1.01836712816600e-16	4.21410016369643e-14	28.349073837523
"10533729"	-2.75368553744118	8.43545789686766	-20.6545871768760	1.04808129056547e-16	4.23619833256462e-14	28.3207619032981
"10483679"	-3.07336586144489	7.37696125923816	-20.3205455736935	1.51451176423681e-16	5.84938099165238e-14	27.9580693610089
"10548573"	-3.45137068058736	6.51787510101685	-20.1423409119887	1.84726768153267e-16	7.05615655055776e-14	27.7621590256492
"10548415"	-3.59311466590733	4.55167267216031	-20.0824310347105	1.97552055227485e-16	7.38377359108322e-14	27.6959127301144
"10362275"	-4.12812944701079	5.88206644850538	-20.0236636758705	2.11034221271798e-16	7.80377609724222e-14	27.6307405758853
"10457168"	-3.39645724089301	6.47294777788455	-19.7963728904831	2.72869093681267e-16	9.88013510037586e-14	27.3768982128822
"10560685"	-2.98213282233713	7.94258333916807	-19.6001747798752	3.41358074191638e-16	1.21077618968381e-13	27.1554765505964
"10407481"	-2.9897526030784	9.66862940036392	-19.5291982218139	3.70345065061919e-16	1.27577152056951e-13	27.0748422995520
"10349603"	-3.18312420317105	4.57869055234314	-19.5283815408296	3.70693105804143e-16	1.27577152056951e-13	27.0739128345194
"10505187"	-3.58658811102703	9.88695339303376	-19.1541002216109	5.7224890517681e-16	1.89441637561390e-13	26.6439221012527
"10473432"	-2.23984685275791	7.67659683803389	-19.1394947908821	5.82115740135557e-16	1.90890029501056e-13	26.6269783514679
"10584628"	-3.11386134344722	9.6980100996671	-19.115604930066	5.98637687060962e-16	1.94473327123729e-13	26.5992368258597
"10544660"	-2.90386892304862	7.93954854260078	-19.068936448486	6.32334424203236e-16	2.03518005419486e-13	26.5449475816323
"10518300"	-2.38136330358270	8.78277678781245	-18.8475161174406	8.21275793296104e-16	2.57185104279032e-13	26.2856150813781
"10370471"	-2.74120975940161	9.08024583590412	-18.7347944268810	9.39167782619765e-16	2.86363790560202e-13	26.1524675804420
"10447799"	-3.43639111892171	9.18317718524969	-18.6991826377630	9.7996651808933e-16	2.96205531902479e-13	26.1102433111793
"10542214"	-3.76094922425473	7.0801184145332	-18.6742908683040	1.00957431730202e-15	3.02524166115673e-13	26.0806839119009
"10563377"	-2.57855927550969	6.4990426445418	-18.2423747656961	1.70169907041915e-15	4.93749369288436e-13	25.5617114919360
"10554013"	-2.53195316573298	10.0865512678610	-18.2410073558351	1.70454327717527e-15	4.93749369288436e-13	25.5600500256532
"10510574"	-3.01922330063849	7.72952271966106	-17.7675626834492	3.05922513992207e-15	8.37798266862918e-13	24.9776162913540
"10486396"	-2.50847772627324	8.15981664369578	-17.7165567949113	3.26080892745226e-15	8.78648979211167e-13	24.9140019732235
"10368144"	-2.62127945173687	9.0861258929049	-17.6533500607969	3.52991661812826e-15	9.43845397277987e-13	24.834933050263
"10421517"	-3.73676924921646	5.21059878964043	-17.1665898165971	6.55545538295998e-15	1.71329044444879e-12	24.2170480628795
"10495794"	-3.01229641345918	6.40892945630783	-17.0046344396712	8.08169408035289e-15	2.05050865863552e-12	24.0078727865943
"10598467"	-2.63783620386353	8.51890891503893	-16.9718189579171	8.43355400790696e-15	2.12427780662932e-12	23.9652667859226
"10398039"	-3.68010096235356	6.62065763885702	-16.8794115777081	9.51248045418653e-15	2.34506255735832e-12	23.8448829030826
"10439583"	-2.49441187769693	8.12653901748517	-16.8366680886104	1.00591243579599e-14	2.46236030058229e-12	23.7889947231689
"10548450"	-3.65257453008467	4.09865336866968	-16.7611178218682	1.11065775799565e-14	2.68100442138394e-12	23.6898933052384
"10500677"	-4.28972063561884	10.3855669590658	-16.6440233817762	1.29593546148648e-14	3.08539155077191e-12	23.5354902308487
"10379721"	-3.38778796163433	6.52147254394769	-16.5918256278194	1.38861119934828e-14	3.23947149592928e-12	23.4663428525986
"10587350"	-2.73550048965772	5.22060628813202	-16.5161565994928	1.53535511682084e-14	3.55370342983508e-12	23.3657515420473
"10446986"	-2.76270629879020	7.97372947405142	-16.4548298001488	1.66606540002557e-14	3.81002850690058e-12	23.2839196753837
"10546631"	-2.17305864977136	6.88471132416004	-16.2684297542429	2.13910170108108e-14	4.8282581252973e-12	23.0334947363854
"10572497"	-2.56061615063213	7.9213008694536	-16.2530326172732	2.18395589302938e-14	4.8762069866606e-12	23.0126936600633
"10514133"	-3.95844439848601	7.8874072145359	-16.2503415591055	2.19189508097906e-14	4.8762069866606e-12	23.0090563028109
"10356475"	-2.05084833596151	7.33227676617605	-16.2467864050830	2.20242950778399e-14	4.8762069866606e-12	23.0042501645086
"10387985"	-2.5163353035753	6.59278313887147	-16.1410338670412	2.54107337754421e-14	5.55520192474444e-12	22.8608522603749
"10399478"	-2.74935456120534	8.05456121262574	-15.8629872765195	3.71513770601549e-14	7.9667024767697e-12	22.4797823350939
"10360367"	-3.20600057509898	8.14377515772114	-15.8589524067361	3.73582423392826e-14	7.9667024767697e-12	22.4742088037856
"10599411"	-3.21268637645576	7.09479270719317	-15.6959529182816	4.67989864041841e-14	9.74091477490682e-12	22.2479932574628
"10531415"	-5.48177631140599	6.59915463709363	-15.5974581076316	5.36752461641744e-14	1.09750091568630e-11	22.1102908323637
"10538126"	-3.44928432082841	9.4714964661641	-15.5370025647211	5.84080218315544e-14	1.18728820986247e-11	22.0253900670828
"10351880"	-4.384319241428	6.70209438181932	-15.5211583630751	5.97186517387169e-14	1.20528576381577e-11	22.0030912265389
"10412207"	-2.59249439040913	5.73462138647267	-15.5179601258601	5.99868921576895e-14	1.20528576381577e-11	21.9985876604603
"10385966"	-2.44897977223160	10.6594165053676	-15.5023508469664	6.13141271449568e-14	1.22487302273488e-11	21.9765959058999
"10561306"	-2.22456155013229	8.38141154921182	-15.4257021803211	6.82881885504233e-14	1.35078098993624e-11	21.8683236828062
"10368947"	-3.09628518545284	8.41167910435018	-15.4070522435343	7.01064924343517e-14	1.37678060848478e-11	21.8419079065688
"10466127"	-5.06475731364952	8.45321644831549	-15.2593319912921	8.64089746594404e-14	1.66865331064564e-11	21.6316840567756
"10591494"	-2.30898657425605	6.59105166493137	-15.1528820554566	1.00563584964010e-13	1.92065396337857e-11	21.4790909584026
"10451054"	-2.77787631620516	7.61602434971734	-15.0854766723403	1.10752752145900e-13	2.0809544132927e-11	21.3819853250082
"10399691"	-4.19795379924602	8.6882510278009	-15.0674761421182	1.13651061543383e-13	2.12393059099355e-11	21.3559898042649
"10405211"	-3.33869895939463	6.66694717153894	-14.9165701527424	1.41273318463225e-13	2.5710264658543e-11	21.1369969940086
"10496539"	-2.82738949274932	6.73657841075403	-14.9060505606015	1.43441825276208e-13	2.59689471177135e-11	21.1216600029776
"10519527"	-3.37160840066498	7.62570433008804	-14.8136194802721	1.64047148575902e-13	2.93931901262801e-11	20.9864991120846
"10361897"	-1.79506714275356	10.4145988774852	-14.7918601810726	1.69330216517164e-13	3.01841965442904e-11	20.9545755361127
"10400006"	-2.03400853049273	7.37713221843935	-14.6962584624339	1.94720297787217e-13	3.38423877554183e-11	20.8138379713063
"10373583"	-2.17914844349493	7.65100461881364	-14.6244449979231	2.16371783501959e-13	3.72330851214263e-11	20.7076045076365
"10439527"	-1.93784858788935	7.16481833808857	-14.5543276104341	2.39929826986322e-13	4.08821607159048e-11	20.6034505922620
"10432640"	-2.14739178055964	10.0024991791457	-14.5146696993740	2.54417739412568e-13	4.29299059319459e-11	20.5443529686202
"10583519"	-1.88091561504782	8.49584184703322	-14.5055629819396	2.57870968447765e-13	4.33023906436924e-11	20.5307629386393
"10530819"	-1.89999938995331	6.61634883786734	-14.5013271021639	2.59493731643598e-13	4.33653947689014e-11	20.5244392353181
"10527940"	-2.63214088678309	6.38837915518868	-14.4292366489166	2.88796726011673e-13	4.80314554840467e-11	20.4165755272253
"10380116"	-2.11549967527471	6.84526617270161	-14.4120083317548	2.96294969285596e-13	4.90438720588921e-11	20.3907305789176
"10479981"	-2.30091228917308	8.28635317695091	-14.3814937299145	3.10075478541176e-13	5.0367165761578e-11	20.3448901922202
"10396402"	-2.82827482719456	8.78034223131283	-14.3783455850442	3.11534540815284e-13	5.0367165761578e-11	20.3401562393187
"10605465"	-2.11265143738706	8.95651591183494	-14.3686643395152	3.16066276269043e-13	5.08632581625553e-11	20.3255928008089
"10485378"	-3.29573725687383	5.37053110311684	-14.3445749390255	3.27641643932049e-13	5.24830578022029e-11	20.2893193260266
"10562044"	-2.68407984375467	7.44688668468775	-14.3235432596629	3.38107209953648e-13	5.34209391726764e-11	20.2576081347184
"10360377"	-2.126174550859	4.79865380035247	-14.3034063642718	3.48452723353635e-13	5.45595345214971e-11	20.227209329971
"10594988"	-2.25921426871253	9.4866856223274	-14.2967130406874	3.51963752390308e-13	5.48621526147404e-11	20.2170970667285
"10565994"	-3.83794284122407	6.23142120059524	-14.2622328858358	3.70641042054527e-13	5.75155474188186e-11	20.164941356009
"10422013"	-3.0262373519093	6.0286982923835	-14.2210112806014	3.94327020046372e-13	6.09191431858307e-11	20.1024491874327
"10564960"	-2.41798480889214	8.63141616834413	-14.1516849137834	4.37766619243943e-13	6.70342188762972e-11	19.9970068520218
"10586781"	-3.01727145563929	7.7370876215006	-14.1357128867230	4.48460509891139e-13	6.83705584377894e-11	19.9726528647906
"10358408"	-3.24589775248312	5.44455943924708	-14.1115719710002	4.65140838173445e-13	6.98516781707822e-11	19.9357993661445
"10461622"	-3.23937232976386	8.76443472142073	-14.1100500727596	4.66213732325129e-13	6.98516781707822e-11	19.9334742741954
"10482687"	-2.68350442048574	9.8033735697865	-14.0790943514477	4.88602770008731e-13	7.26753389301678e-11	19.8861359548974
"10481949"	-2.78874344974955	7.82117587773843	-14.0782331565189	4.89241349529898e-13	7.26753389301678e-11	19.8848177519251
"10527012"	-2.68534696373854	9.05096646450979	-14.0290183742166	5.27211192167044e-13	7.73243081844997e-11	19.8093744385224
"10552406"	-4.00432876724912	8.8403155931881	-14.0220635854237	5.32818383622788e-13	7.75630538361575e-11	19.7986954038114
"10422227"	-2.70715019948043	7.20787780119368	-13.9189788741114	6.23581532353083e-13	8.95689837379883e-11	19.6398913081062
"10366848"	-1.80951009669927	9.49898042389387	-13.7960468532813	7.53155686770592e-13	1.06855884376105e-10	19.4492339573042
"10568792"	-1.6313888229239	6.23588308149913	-13.6831182455747	8.96835410365033e-13	1.25701608323744e-10	19.2728534088185
"10406736"	-2.98653204645306	6.94948463033416	-13.6416442142760	9.56499078767067e-13	1.33525734851178e-10	19.2077760620349
"10364030"	-2.54630355467742	7.78926840769028	-13.6339570666709	9.68002328249059e-13	1.34319537643491e-10	19.1956962847939
"10542522"	-1.96179939458345	8.08872043479518	-13.5755945465953	1.06015386999360e-12	1.45082474492037e-10	19.1038018882592
"10483698"	-1.86502237896575	9.64501716770564	-13.5054382661850	1.18309008431819e-12	1.58780738729345e-10	18.9929101134335
"10489891"	-2.36404633844632	8.69677540063395	-13.4645077981256	1.26155511006730e-12	1.66736333178477e-10	18.9279970972929
"10582997"	-3.11894297616771	7.26344284784709	-13.3824550431103	1.43553186478721e-12	1.87789774412117e-10	18.797383125389
"10592023"	-1.82454014193901	8.88840317456131	-13.3817825089971	1.43705638646787e-12	1.87789774412117e-10	18.7963098891886
"10574151"	-1.88826491179359	8.66721101317279	-13.3753990164147	1.45161053786905e-12	1.88981207102353e-10	18.7861208794668
"10531994"	-2.56102223712749	9.16006895308701	-13.3716288368684	1.46027812131263e-12	1.89400251853833e-10	18.7801012612793
"10351353"	-1.9032577839989	8.49365605368624	-13.3671878980663	1.47055663243342e-12	1.90024344027456e-10	18.7730089218710
"10406663"	-2.59299914993576	8.59272631119071	-13.3262915382662	1.56881138288477e-12	2.016287115245e-10	18.7076063198625
"10531980"	-2.44526947993283	8.33764405232114	-13.2905766030099	1.66018141386577e-12	2.11384270864374e-10	18.6503573944076
"10587446"	-2.54803965524915	5.58292439856722	-13.2069926798022	1.89623258045310e-12	2.40558556556751e-10	18.5158917715218
"10601416"	-2.71048294043639	7.73467980312634	-13.1405639347076	2.10852476740815e-12	2.64593216300026e-10	18.4085366253171
"10463599"	-1.68769007775778	8.79440160221241	-13.1080579683149	2.22124285956518e-12	2.76739791392422e-10	18.3558455920435
"10345065"	-1.95760983992390	6.00826546122418	-13.0375730916054	2.48763611574911e-12	3.05548520789537e-10	18.2412329318532
"10564377"	-1.78469312973216	7.88339684299158	-12.9804537471944	2.72771774309908e-12	3.30722077568948e-10	18.1479911306269
"10360158"	-1.81097052539994	10.1589718921101	-12.9797898037631	2.73064546209114e-12	3.30722077568948e-10	18.1469053929994
"10572456"	-2.53488489535324	9.93272701985258	-12.8672079970331	3.27738636629777e-12	3.91484364579074e-10	17.9621625662099
"10362596"	-2.17042872285809	9.96162485053187	-12.8306402671755	3.47845418022109e-12	4.09868024760966e-10	17.9018814876715
"10404874"	-2.04234443615551	9.17587842832224	-12.8053465209437	3.62497755398412e-12	4.24256632244068e-10	17.8601061030897
"10469278"	-3.47313446070966	6.06298067371348	-12.7065366348206	4.26151128455419e-12	4.95418502512053e-10	17.6962870560538
"10414993"	-2.26749968709484	7.06509882588129	-12.6659411073532	4.55563009715058e-12	5.26092033810479e-10	17.6286936143310
"10586246"	-3.5966546785721	8.93934402614068	-12.5981853592871	5.09426439043206e-12	5.80579115447274e-10	17.5154996569565
"10416566"	-1.86333785633273	8.79641339608745	-12.5925081559257	5.1422942252785e-12	5.84137736178695e-10	17.5059937128627
"10411229"	-2.82661776521262	7.43717481139871	-12.5680997806654	5.35419828183797e-12	6.00868864334511e-10	17.4650861880082
"10357371"	-1.85905885510513	7.49373966680754	-12.5509118400367	5.50883021297471e-12	6.1392184396143e-10	17.4362428021797
"10526832"	-2.59019604101916	5.41852547851598	-12.5170567628509	5.82708993245201e-12	6.4301474937153e-10	17.3793402793415
"10444068"	-1.63671609490166	10.1983381594562	-12.4281889725683	6.75640423887915e-12	7.2935593584919e-10	17.2294056152835
"10523766"	-1.80456213061260	10.1072518481114	-12.3688233837843	7.4616734558503e-12	7.9805467484725e-10	17.1287848783417
"10391301"	-1.61869680316202	10.0931750266776	-12.3351286866726	7.89548917484147e-12	8.37141401500173e-10	17.0715094132967
"10393573"	-1.82841381485239	9.39718761106038	-12.3348353865687	7.89937801185434e-12	8.37141401500173e-10	17.0710103246042
"10421293"	-1.62363317031410	9.64529353192744	-12.3328259819946	7.92607391994042e-12	8.3741741476331e-10	17.0675908138433
"10420497"	-2.99757685511508	7.34090939821767	-12.3289156908281	7.97829222301081e-12	8.40380114157139e-10	17.0609352389585
"10471424"	-1.72621315542376	8.6075155437634	-12.2514914189677	9.08897078268492e-12	9.48746619838222e-10	16.9288201601844
"10586252"	-3.91180031539379	8.20698093877006	-12.2294549856047	9.43352086156276e-12	9.81764027388986e-10	16.8911011393172
"10587194"	-1.80667334684480	6.26740489749107	-12.2043055427856	9.84332704890703e-12	1.01529391163207e-09	16.8479903642425
"10482030"	-2.38394082482227	7.71104852153067	-12.1880632618498	1.01177532301931e-11	1.03744277959148e-09	16.8201121667149
"10443527"	-1.99989602246398	10.1032362039724	-12.1578561785532	1.06493982453296e-11	1.08555156307231e-09	16.7681896723993
"10592503"	-2.37785926626799	6.92237332336905	-12.1097967127607	1.15556472640936e-11	1.16427333014462e-09	16.6853789696152
"10434675"	-1.49939036022885	9.2131896288676	-12.1013451386902	1.17230991983409e-11	1.17604244786918e-09	16.670790446717
