"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"10467258"	-5.10389855779145	6.46909999625201	-44.3375156510998	2.15041560392549e-24	7.40902520216456e-20	44.994057813921
"10361292"	-7.74220966955863	6.84174268016482	-43.0663692785549	4.2629604155147e-24	7.40902520216456e-20	44.4007034400189
"10492983"	-5.72241563030239	5.79635135618893	-40.1934696568042	2.15863599078064e-23	1.87585467598838e-19	42.9722835616381
"10531610"	-5.27835715837075	5.82414031976697	-36.7540953666142	1.75766863133285e-22	9.05846615678431e-19	41.0836848015009
"10364361"	-4.18718756741153	7.2531784937301	-30.5236381461202	1.33913054074641e-20	2.58600986646363e-17	37.0546543781096
"10405179"	-4.87884713723357	6.49910344155047	-29.1964385666095	3.75786550700641e-20	5.36434276299168e-17	36.0739683122611
"10384974"	-4.94543797733358	7.15531253887262	-28.6802658759036	5.68148278991913e-20	6.80994281991686e-17	35.6790951213496
"10592888"	-5.98959358726788	6.12587413953887	-28.5282434591643	6.42564718631123e-20	7.20501600632834e-17	35.5613021844539
"10375503"	-3.72751917628552	5.9841212510364	-28.1248769973421	8.93443454530473e-20	9.41093772105431e-17	35.2453876641624
"10542302"	-2.89930628226794	7.70676164704747	-27.1833735275363	1.96281107373058e-19	1.73911074089098e-16	34.4883604424837
"10444752"	-4.43952347959832	9.11890007103591	-27.1032036433316	2.10134209198565e-19	1.73911074089098e-16	34.4225898522861
"10543762"	-3.55522521938974	3.66691800376461	-27.0121084774395	2.27117909513256e-19	1.83595779876297e-16	34.3476010546792
"10444223"	-4.11596854996303	7.43596065400496	-26.7670194970739	2.80285590648983e-19	2.11798415890405e-16	34.1444859799622
"10530145"	-5.44589509104941	6.50425121910442	-26.2067073856873	4.56480110222035e-19	3.11122522182705e-16	33.6725405081938
"10554938"	-3.8658659635847	5.68929153172853	-26.1159791766302	4.94446371047972e-19	3.24282185992972e-16	33.5951078819751
"10471912"	-4.37950610719343	6.01241494339022	-25.7047016996774	7.12576219329264e-19	4.19816091252292e-16	33.2404761484428
"10503341"	-4.99477544617029	5.58435496066897	-25.5171097023762	8.4335789985867e-19	4.72824525791731e-16	33.0767193035783
"10492971"	-4.36887532124383	7.10200616091853	-25.2258709234588	1.09805803583911e-18	5.61301431261285e-16	32.8199501346881
"10538924"	-4.73536236913197	7.07915288821716	-24.7813083710812	1.65186213600443e-18	7.75928754696135e-16	32.4219338650673
"10444236"	-5.32546268795486	8.12094812162577	-24.6219786622171	1.91538001689554e-18	8.76034334043274e-16	32.2774642971909
"10533182"	-4.1406044928972	8.87836011053497	-24.3198047327408	2.54233481945930e-18	1.07770193078543e-15	32.0007774771172
"10589350"	-3.85310237030114	9.98239236839686	-23.9654519219331	3.55844989988529e-18	1.43827579674433e-15	31.671730558785
"10417526"	-3.99784245622908	5.80079920899056	-23.5399385778465	5.36132385773063e-18	2.00386685263136e-15	31.269902117668
"10548735"	-3.18997832631252	7.55165049102872	-23.2534679380126	7.09239187761486e-18	2.57688449588196e-15	30.9951526476879
"10356248"	-3.22772280799143	6.50675542406068	-23.2499667648098	7.1168271462793e-18	2.57688449588196e-15	30.9917733418829
"10506488"	-3.31848484513595	5.98277880541216	-23.1154631403343	8.12505477617564e-18	2.72180221426758e-15	30.8615564789999
"10429564"	-7.15021996389815	9.16448244261725	-23.1131695769933	8.14348188388458e-18	2.72180221426758e-15	30.8593293149139
"10441633"	-3.46953673942919	5.85747598633123	-23.0830096162814	8.38988033631597e-18	2.77744990943184e-15	30.8300215111258
"10561055"	-3.73211698933253	6.37937263194265	-23.0669765012506	8.52401138351446e-18	2.79523241217889e-15	30.8144255103494
"10545247"	-5.96938173250154	6.19192909901004	-22.6611050156270	1.27789702818086e-17	3.93094696456341e-15	30.4159040218523
"10408629"	-4.37947020217033	6.30453621296143	-22.4243821925209	1.62329114342498e-17	4.82270086713267e-15	30.1801144021953
"10349593"	-5.01333551359519	7.45352103979741	-22.1768805768484	2.08979906725391e-17	6.09994298251703e-15	29.9308882905670
"10582879"	-5.00937395579817	6.61700676121283	-22.1694235326293	2.10584913090346e-17	6.09994298251703e-15	29.9233359324710
"10571344"	-2.54641052911859	8.2611896247284	-22.1550345026128	2.13718256671102e-17	6.10407213662359e-15	29.9087557697559
"10573128"	-3.20756277153868	6.41388059887401	-22.0500028506734	2.3811026685513e-17	6.6747684482938e-15	29.8020401154678
"10593497"	-4.86783078499368	6.22900913913854	-21.8614513603561	2.89434860599817e-17	7.67996622477073e-15	29.6091809840017
"10486833"	-3.36519836965703	6.53514135583918	-21.849778129916	2.92968515119247e-17	7.6848625862487e-15	29.5971864168792
"10524345"	-2.56014684274407	8.9674148216991	-21.7408561085147	3.28185690622391e-17	8.51323478062262e-15	29.4849565121427
"10468898"	-3.76449044425649	9.71326544645474	-21.3698355632802	4.8500259567452e-17	1.17892938640883e-14	29.0984202211739
"10400006"	-2.94141450269039	7.37713221843935	-21.2525105616041	5.4946283629007e-17	1.30645923914839e-14	28.9748011667375
"10495781"	-3.43039082687135	7.35007023040714	-21.2473388649654	5.5250146189532e-17	1.30645923914839e-14	28.9693364918800
